item_id,text,source_dataset,char_count
item_0395,"Albedo is an important concept in climatology, astronomy, and environmental management. The average albedo of the Earth from the upper atmosphere, its planetary albedo, is 30–35% because of cloud cover, but widely varies locally across the surface because of different geological and environmental features.",wikimedia/wikipedia,307
item_0396,"Aircraft permit long distance, high speed travel and may be a more fuel efficient mode of transportation in some circumstances. Aircraft have environmental and climate impacts beyond fuel efficiency considerations, however. They are also relatively noisy compared to other forms of travel and high altitude aircraft generate contrails, which experimental evidence suggests may alter weather patterns.",wikimedia/wikipedia,400
item_0397,"Louis A. Landa composed a conducive analysis when he noted that it would have been healthier for the Irish economy to more appropriately utilize their human assets by giving the people an opportunity to ""become a source of wealth to the nation"" or else they ""must turn to begging and thievery"". This opportunity may have included giving the farmers more coin to work for, diversifying their professions, or even consider enslaving their people to lower coin usage and build up financial stock in Ireland. Landa wrote that, ""Swift is maintaining that the maxim—people are the riches of a nation—applies to Ireland only if Ireland is permitted slavery or cannibalism""",wikimedia/wikipedia,665
item_0398,"In May 2010, a purple self-portrait of Warhol from 1986 that was owned by fashion designer Tom Ford sold for $32.6 million at Sotheby's. In November 2010, Men in Her Life (1962), based on Elizabeth Taylor, sold for $63.4 million at Phillips de Pury and Coca-Cola (4) (1962) sold for $35.3 million at Sotheby's. In May 2011, Warhol's first self-portrait from 1963 to 1964 sold for $38.4 million and a red self-portrait from 1986 sold for $27.5 million at Christie's. In May 2011, Liz #5 (Early Colored Liz) sold for $26.9 million at Phillips.",wikimedia/wikipedia,541
item_0399,"In 1931, the organization (renamed ASA in 1928) became affiliated with the U.S. National Committee of the International Electrotechnical Commission (IEC), which had been formed in 1904 to develop electrical and electronics standards.",wikimedia/wikipedia,233
item_0400,"Apple's first slogan, ""Byte into an Apple"", was coined in the late 1970s. From 1997 to 2002, the slogan ""Think different"" was used in advertising campaigns, and is still closely associated with Apple. Apple also has slogans for specific product lines—for example, ""iThink, therefore iMac"" was used in 1998 to promote the iMac, and ""Say hello to iPhone"" has been used in iPhone advertisements. ""Hello"" was also used to introduce the original Macintosh, Newton, iMac (""hello (again)""), and iPod.",wikimedia/wikipedia,493
item_0401,"One goal of alchemy, the transmutation of base substances into gold, is now known to be impossible by chemical means but possible by physical means. Although not financially worthwhile, gold was synthesized in particle accelerators as early as 1941.",wikimedia/wikipedia,249
item_0402,"Columnist Sidney Skolsky wrote in his 1970 memoir that he came up with the term in 1934 under pressure for a deadline, mocking Vaudeville comedians who asked ""Will you have a cigar, Oscar?"" The Academy credits Skolsky with ""the first confirmed newspaper reference"" to Oscar in his column on March 16, 1934, which was written about that year's 6th Academy Awards. But in the newspaper clipping that Skolsky referred to, he wrote that ""these statues are called 'Oscars'"", meaning that the name was already in use.",wikimedia/wikipedia,511
item_0403,"NASA's Apollo Site Selection Board announced five potential landing sites on February 8, 1968. These were the result of two years' worth of studies based on high-resolution photography of the lunar surface by the five uncrewed probes of the Lunar Orbiter program and information about surface conditions provided by the Surveyor program. The best Earth-bound telescopes could not resolve features with the resolution Project Apollo required. The landing site had to be close to the lunar equator to minimize the amount of propellant required, clear of obstacles to minimize maneuvering, and flat to simplify the task of the landing radar. Scientific value was not a consideration.",wikimedia/wikipedia,680
item_0404,"In Alabama, the Southern Baptist Convention has the highest number of adherents with 1,380,121; this is followed by the United Methodist Church with 327,734 adherents, non-denominational Evangelical Protestant with 220,938 adherents, and the Catholic Church with 150,647 adherents. Many Baptist and Methodist congregations became established in the Great Awakening of the early 19th century, when preachers proselytized across the South. The Assemblies of God had almost 60,000 members, the Churches of Christ had nearly 120,000 members. The Presbyterian churches, strongly associated with Scots-Irish immigrants of the 18th century and their descendants, had a combined membership around 75,000 (PCA—28,009 members in 108 congregations, PC(USA)—26,247 members in 147 congregations, the Cumberland Presbyterian Church—6,000 members in 59 congregations, the Cumberland Presbyterian Church in America—5,000 members and fifty congregations plus the EPC and Associate Reformed Presbyterians with 230 members and nine congregations).",wikimedia/wikipedia,1028
item_0405,"The Delta Arietids are another meteor shower radiating from Aries. Peaking on 9 December with a low peak rate, the shower lasts from 8 December to 14 January, with the highest rates visible from 8 to 14 December. The average Delta Arietid meteor is very slow, with an average velocity of per second. However, this shower sometimes produces bright fireballs. This meteor shower has northern and southern components, both of which are likely associated with 1990 HA, a near-Earth asteroid.",wikimedia/wikipedia,487
item_0406,"Today the mine is predominantly exploited in an open pit quarry but several of the many underground mines (deep and extending over several km) still remain viable. Selenizza is produced primarily in granular form, after melting the bitumen pieces selected in the mine.",wikimedia/wikipedia,268
item_0407,"Iceland was initially settled 865–930 CE following a warm period when winter temperatures hovered around which made farming favorable at high latitudes. This did not last, however, and temperatures quickly dropped; at 1080 CE summer temperatures had reached a maximum of . The (Book of Settlement) records disastrous famines during the first century of settlement""men ate foxes and ravens"" and ""the old and helpless were killed and thrown over cliffs""and by the early 1200s hay had to be abandoned for short-season crops such as barley.",wikimedia/wikipedia,536
item_0408,"Current farming methods have resulted in over-stretched water resources, high levels of erosion and reduced soil fertility. There is not enough water to continue farming using current practices; therefore how water, land, and ecosystem resources are used to boost crop yields must be reconsidered. A solution would be to give value to ecosystems, recognizing environmental and livelihood tradeoffs, and balancing the rights of a variety of users and interests. Inequities that result when such measures are adopted would need to be addressed, such as the reallocation of water from poor to rich, the clearing of land to make way for more productive farmland, or the preservation of a wetland system that limits fishing rights.",wikimedia/wikipedia,726
item_0409,"This was followed by a trans-lunar injection (TLI) burn of the S-IVB third stage for 318 seconds, accelerating the command and service module and LM test article from an orbital velocity of to the injection velocity of which set a record for the highest speed, relative to Earth, that humans had ever traveled. This speed was slightly less than the Earth's escape velocity of , but put Apollo8 into an elongated elliptical Earth orbit, close enough to the Moon to be captured by the Moon's gravity.",wikimedia/wikipedia,498
item_0410,"The Syriac version of the Alexander Romance portrays him as an ideal Christian world conqueror who prayed to ""the one true God"". In Egypt, Alexander was portrayed as the son of Nectanebo II, the last pharaoh before the Persian conquest. His defeat of Darius was depicted as Egypt's salvation, ""proving"" Egypt was still ruled by an Egyptian.",wikimedia/wikipedia,340
item_0411,"In the Middle Bronze Age, an apparently ""alphabetic"" system known as the Proto-Sinaitic script appeared in Egyptian turquoise mines in the Sinai peninsula dated 15th century BCE, apparently left by Canaanite workers. In 1999, John and Deborah Darnell, American Egyptologists, discovered an earlier version of this first alphabet at the Wadi el-Hol valley in Egypt. The script dated to 1800 BCE and shows evidence of having been adapted from specific forms of Egyptian hieroglyphs that could be dated to 2000 BCE, strongly suggesting that the first alphabet had developed about that time. The script was based on letter appearances and names, believed to be based on Egyptian hieroglyphs. This script had no characters representing vowels. Originally, it probably was a syllabary—a script where syllables are represented with characters—with symbols that were not needed being removed. The best-attested Bronze Age alphabet is Ugaritic, invented in Ugarit (Syria) before the 15th century BCE. This was an alphabetic cuneiform script with 30 signs, including three that indicate the following vowel. This script was not used after the destruction of Ugarit in 1178 BCE.The Proto-Sinaitic script eventually developed into the Phoenician alphabet, conventionally called ""Proto-Canaanite"" before 1050 BCE. The oldest text in Phoenician script is an inscription on the sarcophagus of King Ahiram 1000 BCE. This script is the parent script of all western alphabets. By the tenth century BCE, two other forms distinguish themselves, Canaanite and Aramaic. The Aramaic gave rise to the Hebrew script.",wikimedia/wikipedia,1591
item_0412,"Turing—his model of computation is now called a Turing machine—begins, as did Post, with an analysis of a human computer that he whittles down to a simple set of basic motions and ""states of mind"". But he continues a step further and creates a machine as a model of computation of numbers.",wikimedia/wikipedia,289
item_0413,"During the 16th century in Europe, between 55 and 75% of the population was engaged in agriculture; by the 19th century, this had dropped to between 35 and 65%. In the same countries today, the figure is less than 10%.",wikimedia/wikipedia,218
item_0414,"In 1958, Nathaniel Branden established the Nathaniel Branden Lectures, later incorporated as the Nathaniel Branden Institute (NBI), to promote Rand's philosophy through public lectures. He and Rand co-founded The Objectivist Newsletter (later renamed The Objectivist) in 1962 to circulate articles about her ideas; she later republished some of these articles in book form. Rand was unimpressed by many of the NBI students and held them to strict standards, sometimes reacting coldly or angrily to those who disagreed with her. Critics, including some former NBI students and Branden himself, later described the culture of the NBI as one of intellectual conformity and excessive reverence for Rand. Some described the NBI or the Objectivist movement as a cult or religion. Rand expressed opinions on a wide range of topics, from literature and music to sexuality and facial hair. Some of her followers mimicked her preferences, wearing clothes to match characters from her novels and buying furniture like hers. Some former NBI students believed the extent of these behaviors was exaggerated, and the problem was concentrated among Rand's closest followers in New York.",wikimedia/wikipedia,1170
item_0415,"August Horch left the Audiwerke in 1920 for a high position at the ministry of transport, but he was still involved with Audi as a member of the board of trustees. In September 1921, Audi became the first German car manufacturer to present a production car, the Audi Type K, with left-handed drive. Left-hand drive spread and established dominance during the 1920s because it provided a better view of oncoming traffic, making overtaking safer when driving on the right.",wikimedia/wikipedia,470
item_0416,"Livestock production systems can be defined based on feed source, as grassland-based, mixed, and landless. , 30% of Earth's ice- and water-free area was used for producing livestock, with the sector employing approximately 1.3 billion people. Between the 1960s and the 2000s, there was a significant increase in livestock production, both by numbers and by carcass weight, especially among beef, pigs and chickens, the latter of which had production increased by almost a factor of 10. Non-meat animals, such as milk cows and egg-producing chickens, also showed significant production increases. Global cattle, sheep and goat populations are expected to continue to increase sharply through 2050. Aquaculture or fish farming, the production of fish for human consumption in confined operations, is one of the fastest growing sectors of food production, growing at an average of 9% a year between 1975 and 2007.",wikimedia/wikipedia,910
item_0417,"Audi started using a beating heart sound trademark beginning in 1996. An updated heartbeat sound logo, developed by agencies KLANGERFINDER GmbH & Co KG of Stuttgart and S12 GmbH of Munich, was first used in 2010 in an Audi A8 commercial with the slogan The Art of Progress.",wikimedia/wikipedia,273
item_0418,"The opening of the Atlantic Ocean coincided with the initial break-up of the supercontinent Pangaea, both of which were initiated by the eruption of the Central Atlantic Magmatic Province (CAMP), one of the most extensive and voluminous large igneous provinces in Earth's history associated with the Triassic–Jurassic extinction event, one of Earth's major extinction events.",wikimedia/wikipedia,375
item_0419,"13 Hours: The Secret Soldiers of Benghazi (2017) – Sound mixer Greg P. Russell's nomination was rescinded one day before the Awards when it was discovered he had improperly contacted voters by telephone. In this case, the nominations for the other three nominated sound mixers, Gary Summers, Jeffrey J. Haboush and Mac Ruth, were allowed to stand.",wikimedia/wikipedia,347
item_0420,"In pre-Islamic Middle Persian (Zoroastrian) literature, Alexander is referred to by the epithet gujastak, meaning ""accursed"", and is accused of destroying temples and burning the sacred texts of Zoroastrianism. In Islamic Persia, under the influence of the Alexander Romance (in Iskandarnamah), a more positive portrayal of Alexander emerges. Firdausi's Shahnameh (""The Book of Kings"") includes Alexander in a line of legitimate Persian shahs, a mythical figure who explored the far reaches of the world in search of the Fountain of Youth. In the Shahnameh, Alexander's first journey is to Mecca to pray at the Kaaba. Alexander was depicted as performing a Hajj (pilgrimage to Mecca) many times in subsequent Islamic art and literature. Later Persian writers associate him with philosophy, portraying him at a symposium with figures such as Socrates, Plato and Aristotle, in search of immortality.",wikimedia/wikipedia,897
item_0421,"The American Civil War has been commemorated in many capacities, ranging from the reenactment of battles to statues and memorial halls erected, to films being produced, to stamps and coins with Civil War themes being issued, all of which helped to shape public memory. These commemorations occurred in greater numbers on the 100th and 150th anniversaries of the war.",wikimedia/wikipedia,366
item_0422,"Johnston and his troops hoped for war. They had learned of the Mountain Meadows massacre and wanted revenge against the Mormons. However, a peaceful resolution was reached after the army had endured the harsh winter at Fort Bridger. In late June 1858, Johnston led the army through Salt Lake City without incident to establish Camp Floyd some 50 miles distant. In a report to the War Department, Johnston reported that “horrible crimes… have been perpetrated in this territory, crimes of a magnitude and of an apparently studied refinement in atrocity, hardly to be conceived of, and which have gone unwhipped of justice."" Nevertheless, Johnston's army peacefully occupied the Utah Territory. U.S. Army Commander-in-Chief, Major General Winfield Scott, was delighted with Johnston’s performance during the campaign and recommended his promotion to brevet brigadier general: “Colonel Johns[t]on is more than a good officer – he is a God send to the country thro’ the army."" The Senate confirmed Johnston's promotion on the 24th of March 1858.",wikimedia/wikipedia,1041
item_0423,"Vergennes's colleague stated, ""For her honour, France had to seize this opportunity to rise from her degradation ... If she neglected it, if fear overcame duty, she would add debasement to humiliation, and become an object of contempt to her own century and to all future peoples"".",wikimedia/wikipedia,281
item_0424,"2002 opened with disappointment for Agassi, as injury forced him to skip the Australian Open, where he was a two-time defending champion. Agassi recovered from the injury and later that year defended his Key Biscayne title beating then rising Roger Federer in a four-set final. At the US Open, Agassi overcame No.1 ranked and defending champion Lleyton Hewitt in the semi-finals. This led to what turned out to be the last duel between Agassi and Sampras in final of the US Open, which Sampras won in four sets and left Sampras with a 20–14 edge in their 34 career meetings. The match was the last of Sampras's career. Agassi's US Open finish, along with his Masters Series victories in Key Biscayne, Rome and Madrid, helped him finish 2002 as the oldest year-end No. 2 at 32 years and 8 months.",wikimedia/wikipedia,795
item_0425,"Another haloed Apollo in mosaic, from Hadrumentum, is in the museum at Sousse. The conventions of this representation, head tilted, lips slightly parted, large-eyed, curling hair cut in locks grazing the neck, were developed in the 3rd century BCE to depict Alexander the Great. Some time after this mosaic was executed, the earliest depictions of Christ would also be beardless and haloed.",wikimedia/wikipedia,390
item_0426,"Albania has been an active participant in numerous international agreements and conventions aimed at strengthing its commitment to the preservation and sustainable management of biological diversity. Since 1994, the country is a party to the Convention on Biological Diversity (CBD) and its associated Cartagena and Nagoya Protocols. To uphold these commitments, it has developed and implemented a comprehensive National Biodiversity Strategy and Action Plan (NBSAP). Furthermore, Albania has established a partnership with the International Union for Conservation of Nature (IUCN), advancing its conservation efforts on both national and international scales. Guided by the IUCN, the country has made substantial progress in the foundation of protected areas within its boundaries, encompassing 12 national parks among others Butrint, Karaburun-Sazan, Llogara, Prespa and Vjosa.",wikimedia/wikipedia,879
item_0427,"The definition of both ""emphatic"" and ""neighborhood"" vary in ways that reflect (to some extent) corresponding variations in the spoken dialects. Generally, the consonants triggering ""emphatic"" allophones are the pharyngealized consonants ; ; and , if not followed immediately by . Frequently, the fricatives trigger emphatic allophones, occasionally also the pharyngeal consonants , the former more than the latter.",wikimedia/wikipedia,415
item_0428,"The relationship shown between Ixioliriaceae and Tecophilaeaceae is still unclear. Some studies have supported a clade of these two families, others have not. The position of Doryanthaceae has also varied, with support for the position shown above, but also support for other positions.",wikimedia/wikipedia,286
item_0429,"Einstein married Löwenthal in 1919. In 1923, he began a relationship with a secretary named Betty Neumann, the niece of his close friend Hans Mühsam. Löwenthal nevertheless remained loyal to him, accompanying him when he emigrated to the United States in 1933. In 1935, she was diagnosed with heart and kidney problems. She died in December 1936.",wikimedia/wikipedia,346
item_0430,"In June 1962, Grace Kelly announced that she had decided against appearing in Marnie (1964). Hedren had signed an exclusive seven-year, $500-a-week contract with Hitchcock in October 1961, and he decided to cast her in the lead role opposite Sean Connery. In 2016, describing Hedren's performance as ""one of the greatest in the history of cinema"", Richard Brody called the film a ""story of sexual violence"" inflicted on the character played by Hedren: ""The film is, to put it simply, sick, and it's so because Hitchcock was sick. He suffered all his life from furious sexual desire, suffered from the lack of its gratification, suffered from the inability to transform fantasy into reality, and then went ahead and did so virtually, by way of his art."" A 1964 New York Times review called it Hitchcock's ""most disappointing film in years"", citing Hedren's and Connery's lack of experience, an amateurish script and ""glaringly fake cardboard backdrops"".",wikimedia/wikipedia,952
item_0431,"An embryonic subduction margin is potentially developing west of Gibraltar. The Gibraltar Arc in the western Mediterranean is migrating westward into the Central Atlantic where it joins the converging African and Eurasian plates. Together these three tectonic forces are slowly developing into a new subduction system in the eastern Atlantic Basin. Meanwhile, the Scotia Arc and Caribbean Plate in the western Atlantic Basin are eastward-propagating subduction systems that might, together with the Gibraltar system, represent the beginning of the closure of the Atlantic Ocean and the final stage of the Atlantic Wilson cycle.",wikimedia/wikipedia,627
item_0432,"In 1984, Warhol was commissioned by collector and gallerist Alexander Iolas to produce work based on Leonardo da Vinci's The Last Supper for an exhibition at the old refectory of the Palazzo delle Stelline in Milan, opposite from the Santa Maria delle Grazie where Leonardo da Vinci's mural can be seen. Warhol exceeded the demands of the commission and produced nearly 100 variations on the theme, mostly silkscreens and paintings, and among them a collaborative sculpture with Basquiat, the Ten Punching Bags (Last Supper). The Milan exhibition that opened in January 1987 with a set of 22 silk-screens, was the last exhibition for both the artist and the gallerist. The series of The Last Supper was seen by some as ""arguably his greatest"", but by others as ""wishy-washy, religiose"" and ""spiritless"". It is the largest series of religious-themed works by any American artist.",wikimedia/wikipedia,878
item_0433,"Crop alteration has been practiced by humankind for thousands of years, since the beginning of civilization. Altering crops through breeding practices changes the genetic make-up of a plant to develop crops with more beneficial characteristics for humans, for example, larger fruits or seeds, drought-tolerance, or resistance to pests. Significant advances in plant breeding ensued after the work of geneticist Gregor Mendel. His work on dominant and recessive alleles, although initially largely ignored for almost 50 years, gave plant breeders a better understanding of genetics and breeding techniques. Crop breeding includes techniques such as plant selection with desirable traits, self-pollination and cross-pollination, and molecular techniques that genetically modify the organism.",wikimedia/wikipedia,789
item_0434,"Pre-Romanesque and Romanesque art are one of the most important artistic manifestations and characteristics of the Principality. The Romanesque one allows to know the formation of the parochial communities, the relations of (social and political) power and the national culture. There are a total of forty Romanesque churches that stand out as being small austere ornamentation constructions, as well as bridges, fortresses and manor houses of the same period.",wikimedia/wikipedia,460
item_0435,"Landless systems rely upon feed from outside the farm, representing the de-linking of crop and livestock production found more prevalently in Organisation for Economic Co-operation and Development member countries. Synthetic fertilizers are more heavily relied upon for crop production and manure use becomes a challenge as well as a source for pollution. Industrialized countries use these operations to produce much of the global supplies of poultry and pork. Scientists estimate that 75% of the growth in livestock production between 2003 and 2030 will be in confined animal feeding operations, sometimes called factory farming. Much of this growth is happening in developing countries in Asia, with much smaller amounts of growth in Africa. Some of the practices used in commercial livestock production, including the usage of growth hormones, are controversial.",wikimedia/wikipedia,866
item_0436,"However, Valentinian's sister was Honoria, who had sent the Hunnish king a plea for help—and her engagement ring—in order to escape her forced betrothal to a Roman senator in the spring of 450. Honoria may not have intended a proposal of marriage, but Attila chose to interpret her message as such. He accepted, asking for half of the western Empire as dowry.",wikimedia/wikipedia,359
item_0437,"The body proportions of human anime characters tend to accurately reflect the proportions of the human body in reality. The height of the head is considered by the artist as the base unit of proportion. Head heights can vary, but most anime characters are about seven to eight heads tall. Anime artists occasionally make deliberate modifications to body proportions to produce super deformed characters that feature a disproportionately small body compared to the head; many super deformed characters are two to four heads tall. Some anime works like Crayon Shin-chan completely disregard these proportions, in such a way that they resemble caricatured Western cartoons.",wikimedia/wikipedia,670
item_0438,"As of the first quarter in 2023, Aruba's population stood at 107,354 people, marking a modest 0.2% growth compared to the previous year. This increase was driven by a significant rise in immigration, which saw a 20.4 percent uptick.",wikimedia/wikipedia,232
item_0439,"Hitchcock returned to Britain to make his penultimate film, Frenzy (1972), based on the novel Goodbye Piccadilly, Farewell Leicester Square (1966). After two espionage films, the plot marked a return to the murder-thriller genre. Richard Blaney (Jon Finch), a volatile barman with a history of explosive anger, becomes the prime suspect in the investigation into the ""Necktie Murders"", which are actually committed by his friend Bob Rusk (Barry Foster). This time, Hitchcock makes the victim and villain kindreds, rather than opposites, as in Strangers on a Train.",wikimedia/wikipedia,564
item_0440,"Some of Warhol's work, as well as his own personality, has been described as being Keatonesque. Warhol has been described as playing dumb to the media. He sometimes refused to explain his work. He has suggested that all one needs to know about his work is ""already there 'on the surface.",wikimedia/wikipedia,287
item_0441,"Hitchcock's typical dinner before his weight loss had been a roast chicken, boiled ham, potatoes, bread, vegetables, relishes, salad, dessert, a bottle of wine and some brandy. To lose weight, his diet consisted of black coffee for breakfast and lunch, and steak and salad for dinner, but it was hard to maintain; Donald Spoto wrote that his weight fluctuated considerably over the next 40 years. At the end of 1943, despite the weight loss, the Occidental Insurance Company of Los Angeles refused his application for life insurance.",wikimedia/wikipedia,533
item_0442,"Those components of the received echo that return from first-surface reflections (as from a smooth or mirror-like surface) are dominated by the OC component as there is a reversal in polarization upon reflection. If the surface is rough at the wavelength scale or there is significant penetration into the regolith, there will be a significant SC component in the echo caused by multiple scattering.",wikimedia/wikipedia,399
item_0443,"Previously one of the most isolated and controlled countries in the world, telecommunication industry represents nowadays another major contributor to the sector. It developed largely through privatisation and subsequent investment by both domestic and foreign investors. Eagle, Vodafone and Telekom Albania are the leading telecommunications service providers in the country.",wikimedia/wikipedia,376
item_0444,"In the late 1950s and early 1960s, the United States was engaged in the Cold War, a geopolitical rivalry with the Soviet Union. On October 4, 1957, the Soviet Union launched Sputnik 1, the first artificial satellite. This surprise success fired fears and imaginations around the world. It demonstrated that the Soviet Union had the capability to deliver nuclear weapons over intercontinental distances, and challenged American claims of military, economic, and technological superiority. This precipitated the Sputnik crisis, and triggered the Space Race to prove which superpower would achieve superior spaceflight capability. President Dwight D. Eisenhower responded to the Sputnik challenge by creating the National Aeronautics and Space Administration (NASA), and initiating Project Mercury, which aimed to launch a man into Earth orbit. But on April 12, 1961, Soviet cosmonaut Yuri Gagarin became the first person in space, and the first to orbit the Earth. Nearly a month later, on May 5, 1961, Alan Shepard became the first American in space, completing a 15-minute suborbital journey. After being recovered from the Atlantic Ocean, he received a congratulatory telephone call from Eisenhower's successor, John F. Kennedy.",wikimedia/wikipedia,1229
item_0445,"Perhaps the most widely seen streaker in history was 34-year-old Robert Opel, who streaked across the stage of The Dorothy Chandler Pavilion in Los Angeles flashing a peace sign on national US television at the 46th Academy Awards in 1974. Bemused host David Niven quipped, ""Isn't it fascinating to think that probably the only laugh that man will ever get in his life is by stripping off and showing his shortcomings?"" Later, evidence arose suggesting that Opel's appearance was facilitated as a publicity stunt by the show's producer Jack Haley Jr.",wikimedia/wikipedia,550
item_0446,"In partnership with Gardiner Greene Hubbard, Bell helped establish the publication Science during the early 1880s. In 1898, Bell was elected as the second president of the National Geographic Society, serving until 1903, and was primarily responsible for the extensive use of illustrations, including photography, in the magazine. He also served for many years as a Regent of the Smithsonian Institution (1898–1922). The French government conferred on him the decoration of the Légion d'honneur (Legion of Honor); the Royal Society of Arts in London awarded him the Albert Medal in 1902; the University of Würzburg, Bavaria, granted him a PhD, and he was awarded the Franklin Institute's Elliott Cresson Medal in 1912. He was one of the founders of the American Institute of Electrical Engineers in 1884 and served as its president from 1891 to 1892. Bell was later awarded the AIEE's Edison Medal in 1914 ""For meritorious achievement in the invention of the telephone"".",wikimedia/wikipedia,970
item_0447,"In the ancient Far East, natural bitumen was slowly boiled to get rid of the higher fractions, leaving a thermoplastic material of higher molecular weight that, when layered on objects, became hard upon cooling. This was used to cover objects that needed waterproofing, such as scabbards and other items. Statuettes of household deities were also cast with this type of material in Japan, and probably also in China.",wikimedia/wikipedia,416
item_0448,"Arthur spent two years as a merchant in honor of his dead father. During this time, he had doubts about being able to start a new life as a scholar. Most of his prior education was as a practical merchant and he had trouble learning Latin; a prerequisite for an academic career.",wikimedia/wikipedia,278
item_0449,"Tarkovsky was, according to fellow student Shavkat Abdusalmov, fascinated by Japanese films. He was amazed by how every character on the screen is exceptional and how everyday events such as a Samurai cutting bread with his sword are elevated to something special and put into the limelight. Tarkovsky has also expressed interest in the art of Haiku and its ability to create ""images in such a way that they mean nothing beyond themselves"".",wikimedia/wikipedia,440
item_0450,"They are primarily solitary animals, though during mating season they form monogamous pairs which occupy a territory with their young. If their territory is infringed upon, they will chase the intruder away for up to or to the border. If the intruder is caught, which rarely happens, a fight will occur, which is accompanied by soft clucking, hoarse barking, and a type of roar. The majority of incursions occur during mating season, when they can occur once or twice per week. When food is scarce, the stringent territorial system may be abandoned and as many as three pairs may occupy a single territory.",wikimedia/wikipedia,606
item_0451,"During World War II, animation was widely exploited for propaganda. Many American studios, including Warner Bros. and Disney, lent their talents and their cartoon characters to convey to the public certain war values. Some countries, including China, Japan and the United Kingdom, produced their first feature-length animation for their war efforts.",wikimedia/wikipedia,349
item_0452,"The Caquetío people were buried in clusters, both within and potentially outside village boundaries. At times, there was a secondary burial, possibly reserved for exceptional individuals. In the primary burial, the deceased were buried in a large pot, covered with a smaller pot placed on top. In a secondary burial, the body was initially buried without a pot, and after a few months or years, the bones were exhumed and reburied in smaller pots for a second time. Some pots contained grave offerings such as axes, shells, and pottery. Remarkably, the secondary burial method was practiced until recently in South America. The striking similarity between the Neo-Indian burial practices in Aruba and the post-Columbian variant in Guajira justifies the assumption that the similar beliefs about life after death existed in both societies.",wikimedia/wikipedia,838
item_0453,"The leaves of almost all species form a tight rosette, either at the base of the plant or at the end of the stem, but occasionally along the stem. The flowers are not particularly distinctive, being 'lily type', with six tepals and up to six stamina.",wikimedia/wikipedia,250
item_0454,"The kings of the Middle Kingdom restored the country's stability and prosperity, thereby stimulating a resurgence of art, literature, and monumental building projects. Mentuhotep II and his Eleventh Dynasty successors ruled from Thebes, but the vizier Amenemhat I, upon assuming the kingship at the beginning of the Twelfth Dynasty around 1985BC, shifted the kingdom's capital to the city of Itjtawy, located in Faiyum. From Itjtawy, the kings of the Twelfth Dynasty undertook a far-sighted land reclamation and irrigation scheme to increase agricultural output in the region. Moreover, the military reconquered territory in Nubia that was rich in quarries and gold mines, while laborers built a defensive structure in the Eastern Delta, called the ""Walls of the Ruler"", to defend against foreign attack.",wikimedia/wikipedia,804
item_0455,"Nationally, the Whigs were irreparably split by the Kansas–Nebraska Act and other efforts to compromise on the slavery issue. Reflecting on the demise of his party, Lincoln wrote in 1855, ""I think I am a Whig, but others say there are no Whigs, and that I am an abolitionist.... I do no more than oppose the extension of slavery."" The new Republican Party was formed as a northern party dedicated to antislavery, drawing from the antislavery wing of the Whig Party and combining Free Soil, Liberty, and antislavery Democratic Party members, Lincoln resisted early Republican entreaties, fearing that the new party would become a platform for extreme abolitionists. Lincoln held out hope for rejuvenating the Whigs, though he lamented his party's growing closeness with the nativist Know Nothing movement.",wikimedia/wikipedia,804
item_0456,"In the chemical industry, acids react in neutralization reactions to produce salts. For example, nitric acid reacts with ammonia to produce ammonium nitrate, a fertilizer. Additionally, carboxylic acids can be esterified with alcohols, to produce esters.",wikimedia/wikipedia,254
item_0457,"Modern Kabbalah developed by Rabbi Yehuda Ashlag, in his writings about the future generation, focuses on how society could achieve an altruistic social framework. Ashlag proposed that such a framework is the purpose of creation, and everything that happens is to raise humanity to the level of altruism, love for one another. Ashlag focused on society and its relation to divinity.",wikimedia/wikipedia,382
item_0458,"The abacus is still manufactured in Japan even with the proliferation, practicality, and affordability of pocket electronic calculators. The use of the soroban is still taught in Japanese primary schools as part of mathematics, primarily as an aid to faster mental calculation. Using visual imagery can complete a calculation as quickly as a physical instrument.",wikimedia/wikipedia,362
item_0459,"Traditionally only Japanese works have been considered anime, but some works have sparked debate about blurring the lines between anime and cartoons, such as the American anime-style productions Avatar: The Last Airbender and Avatar: The Legend of Korra. These anime-styled works have become defined as anime-influenced animation, in an attempt to classify all anime styled works of non-Japanese origin. Some creators of these works cite anime as a source of inspiration, for example the French production team for Ōban Star-Racers that moved to Tokyo to collaborate with a Japanese production team. When anime is defined as a ""style"" rather than as a national product, it leaves open the possibility of anime being produced in other countries, but this has been contentious amongst fans, with John Oppliger stating, ""The insistence on referring to original American art as Japanese ""anime"" or ""manga"" robs the work of its cultural identity.""",wikimedia/wikipedia,942
item_0460,"These three subclasses do not include all extinct amphibians. Other extinct amphibian groups include Embolomeri (Late Paleozoic large aquatic predators), Seymouriamorpha (semiaquatic to terrestrial Permian forms related to amniotes), among others. Names such as Tetrapoda and Stegocephalia encompass the entirety of amphibian-grade tetrapods, while Reptiliomorpha or Anthracosauria are variably used to describe extinct amphibians more closely related to amniotes than to lissamphibians.",wikimedia/wikipedia,487
